batting_team,bowling_team,city,runs_left,balls_left,wickets,target_runs,cur_run_rate,req_run_rate,result
Mumbai Indians,Kings XI Punjab,Chandigarh,85,36,3,183,7.0,14.16666667,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,208,100,9,233,7.5,12.48,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,20,13,6,146,7.065420561,9.230769231,0
Royal Challengers Bangalore,Delhi Daredevils,Sharjah,30,34,8,146,8.093023256,5.294117647,1
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,28,35,8,131,7.270588235,4.8,1
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,3,9,6,147,7.783783784,2.0,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,154,88,8,196,7.875,10.5,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,106,95,9,130,5.76,6.694736842,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,148,78,7,196,6.857142857,11.38461538,0
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,55,27,4,158,6.64516129,12.22222222,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,56,46,9,140,6.810810811,7.304347826,1
Kolkata Knight Riders,Mumbai Indians,Cuttack,97,84,10,142,7.5,6.928571429,1
Mumbai Indians,Deccan Chargers,Visakhapatnam,138,116,10,139,1.5,7.137931034,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,103,68,10,204,11.65384615,9.088235294,1
Delhi Daredevils,Chennai Super Kings,Chennai,113,72,6,169,7.0,9.416666667,0
Kings XI Punjab,Rajasthan Royals,Chandigarh,170,110,9,178,4.8,9.272727273,0
Rajasthan Royals,Kings XI Punjab,Jaipur,77,34,8,201,8.651162791,13.58823529,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,67,12,1,171,5.777777778,33.5,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,142,116,10,142,0.0,7.344827586,1
Delhi Daredevils,Sunrisers Hyderabad,Raipur,18,8,6,164,7.821428571,13.5,0
Rajasthan Royals,Delhi Daredevils,Jaipur,110,91,9,152,8.689655172,7.252747253,1
Delhi Daredevils,Deccan Chargers,Cuttack,82,55,8,172,8.307692308,8.945454545,0
Mumbai Indians,Chennai Super Kings,Bangalore,75,27,3,188,7.290322581,16.66666667,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,38,51,8,120,7.130434783,4.470588235,1
Kings XI Punjab,Delhi Daredevils,Delhi,64,16,4,189,7.211538462,24.0,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,92,87,10,134,7.636363636,6.344827586,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,81,67,8,130,5.547169811,7.253731343,0
Royal Challengers Bangalore,Delhi Daredevils,Delhi,12,1,5,192,9.075630252,72.0,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,15,27,9,147,8.516129032,3.333333333,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,82,36,7,181,7.071428571,13.66666667,0
Sunrisers Hyderabad,Kings XI Punjab,Sharjah,76,10,2,194,6.436363636,45.6,0
Rajasthan Royals,Chennai Super Kings,Chennai,110,69,7,183,8.588235294,9.565217391,0
Rajasthan Royals,Chennai Super Kings,Jaipur,110,119,10,110,0.0,5.546218487,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,92,56,6,149,5.34375,9.857142857,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,133,112,9,135,1.5,7.125,0
Delhi Daredevils,Rajasthan Royals,Delhi,22,18,8,166,8.470588235,7.333333333,0
Sunrisers Hyderabad,Delhi Daredevils,Delhi,66,44,9,191,9.868421053,9.0,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,86,60,9,179,9.3,8.6,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,87,54,7,164,7.0,9.666666667,0
Mumbai Indians,Sunrisers Hyderabad,Unknown,173,119,10,173,0.0,8.722689076,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,131,114,10,145,14.0,6.894736842,0
Delhi Daredevils,Kolkata Knight Riders,Kolkata,108,100,8,134,7.8,6.48,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,45,15,4,205,9.142857143,18.0,0
Mumbai Indians,Chennai Super Kings,Mumbai,76,46,9,174,7.945945946,9.913043478,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,170,98,10,208,10.36363636,10.40816327,0
Deccan Chargers,Royal Challengers Bangalore,Centurion,167,114,10,171,4.0,8.789473684,0
Kings XI Punjab,Mumbai Indians,Visakhapatnam,26,39,9,125,7.333333333,4.0,1
Delhi Daredevils,Kolkata Knight Riders,Kolkata,135,82,8,207,11.36842105,9.87804878,0
Delhi Daredevils,Mumbai Indians,Mumbai,11,38,7,93,6.0,1.736842105,1
Delhi Daredevils,Mumbai Indians,Mumbai,115,69,9,174,6.941176471,10.0,0
Mumbai Indians,Kings XI Punjab,Durban,22,15,5,120,5.6,8.8,0
Kings XI Punjab,Chennai Super Kings,Mohali,112,90,10,173,12.2,7.466666667,1
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,164,107,9,176,5.538461538,9.196261682,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,100,92,10,155,11.78571429,6.52173913,1
Chennai Super Kings,Kings XI Punjab,Chandigarh,37,31,10,139,6.876404494,7.161290323,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,74,50,7,163,7.628571429,8.88,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,139,90,8,185,9.2,9.266666667,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,153,75,9,228,10.0,12.24,0
Rajasthan Royals,Chennai Super Kings,Jaipur,35,63,10,110,7.894736842,3.333333333,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,56,26,6,151,6.063829787,12.92307692,0
Delhi Daredevils,Kings XI Punjab,Dharamsala,43,8,2,171,6.857142857,32.25,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,91,71,8,180,10.89795918,7.690140845,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,23,16,3,184,9.288461538,8.625,1
Rajasthan Royals,Mumbai Indians,Jaipur,70,53,7,146,6.805970149,7.924528302,1
Rajasthan Royals,Delhi Daredevils,Jaipur,32,32,7,152,8.181818182,6.0,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,173,112,10,181,6.0,9.267857143,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,162,93,9,211,10.88888889,10.4516129,1
Delhi Daredevils,Kolkata Knight Riders,Delhi,95,61,8,149,5.491525424,9.344262295,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,87,55,6,151,5.907692308,9.490909091,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,15,20,6,159,8.64,4.5,1
Rajasthan Royals,Mumbai Indians,Mumbai,143,91,10,192,10.13793103,9.428571429,1
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,47,6,4,164,6.157894737,47.0,0
Mumbai Indians,Kings XI Punjab,Durban,7,1,3,120,5.697478992,42.0,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,113,82,9,161,7.578947368,8.268292683,1
Chennai Super Kings,Kings XI Punjab,Mohali,156,97,9,199,11.2173913,9.649484536,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,126,112,10,130,3.0,6.75,0
Kolkata Knight Riders,Deccan Chargers,Kolkata,28,27,6,111,5.35483871,6.222222222,1
Delhi Daredevils,Deccan Chargers,Hyderabad,58,46,9,188,10.54054054,7.565217391,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,78,60,7,149,7.1,7.8,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,55,41,8,143,6.683544304,8.048780488,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,61,66,8,129,7.555555556,5.545454545,1
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,43,15,3,158,6.571428571,17.2,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,120,96,9,159,9.75,7.5,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,166,90,7,208,8.4,11.06666667,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,86,65,9,143,6.218181818,7.938461538,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,152,115,10,167,18.0,7.930434783,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,31,31,8,159,8.629213483,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,174,102,9,190,5.333333333,10.23529412,1
Delhi Daredevils,Kolkata Knight Riders,Kolkata,62,41,7,182,9.113924051,9.073170732,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,116,92,10,171,11.78571429,7.565217391,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,130,116,9,135,7.5,6.724137931,0
Delhi Daredevils,Kolkata Knight Riders,Johannesburg,111,107,10,124,6.0,6.224299065,1
Kings XI Punjab,Rajasthan Royals,Chandigarh,58,15,3,178,6.857142857,23.2,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,164,98,9,190,7.090909091,10.04081633,1
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,90,91,9,116,5.379310345,5.934065934,1
Mumbai Indians,Kings XI Punjab,Mumbai,68,44,7,169,7.973684211,9.272727273,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,128,103,10,156,9.882352941,7.45631068,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,52,39,9,201,11.03703704,8.0,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,169,90,8,216,9.4,11.26666667,0
Kings XI Punjab,Deccan Chargers,Chandigarh,120,63,7,191,7.473684211,11.42857143,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,62,66,8,140,8.666666667,5.636363636,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,123,65,8,208,9.272727273,11.35384615,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,54,52,6,161,9.441176471,6.230769231,1
Royal Challengers Bangalore,Kings XI Punjab,Mohali,116,81,9,181,10.0,8.592592593,1
Kolkata Knight Riders,Mumbai Indians,East London,147,113,9,149,1.714285714,7.805309735,0
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,42,1,4,164,6.151260504,252.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,157,89,9,212,10.64516129,10.58426966,0
Delhi Daredevils,Kolkata Knight Riders,Unknown,128,97,9,167,10.17391304,7.917525773,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,91,50,8,169,6.685714286,10.92,0
Kings XI Punjab,Delhi Daredevils,Delhi,143,78,7,189,6.571428571,11.0,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,109,18,3,224,6.764705882,36.33333333,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,51,31,6,153,6.876404494,9.870967742,0
Kings XI Punjab,Mumbai Indians,Mumbai,41,22,7,164,7.530612245,11.18181818,1
Kings XI Punjab,Mumbai Indians,Chandigarh,54,43,8,155,7.87012987,7.534883721,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,95,77,9,141,6.418604651,7.402597403,1
Delhi Capitals,Chennai Super Kings,Chennai,183,115,9,187,4.8,9.547826087,0
Chennai Super Kings,Kings XI Punjab,Chennai,72,70,10,137,7.8,6.171428571,0
Chennai Super Kings,Mumbai Indians,Kolkata,43,6,1,149,5.578947368,43.0,0
Mumbai Indians,Kings XI Punjab,Dharamsala,62,15,3,184,6.971428571,24.8,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,64,39,6,165,7.481481481,9.846153846,0
Rajasthan Royals,Deccan Chargers,Port Elizabeth,135,99,7,142,2.0,8.181818182,1
Deccan Chargers,Royal Challengers Bangalore,Centurion,14,1,4,171,7.915966387,84.0,0
Mumbai Indians,Deccan Chargers,Visakhapatnam,131,107,9,139,3.692307692,7.345794393,1
Mumbai Indians,Chennai Super Kings,Chennai,112,95,8,137,6.0,7.073684211,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,80,13,3,206,7.065420561,36.92307692,0
Delhi Daredevils,Mumbai Indians,Delhi,182,92,6,213,6.642857143,11.86956522,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,1,11,9,172,9.412844037,0.545454545,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,100,65,9,184,9.163636364,9.230769231,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,23,11,1,145,6.71559633,12.54545455,0
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,65,71,10,131,8.081632653,5.492957746,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,106,99,10,151,12.85714286,6.424242424,1
Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,119,96,9,154,8.75,7.4375,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,96,71,8,158,7.591836735,8.112676056,0
Mumbai Indians,Chennai Super Kings,Mumbai,113,82,10,181,10.73684211,8.268292683,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,97,114,10,108,11.0,5.105263158,1
Delhi Capitals,Rajasthan Royals,Jaipur,88,47,8,197,8.95890411,11.23404255,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,130,98,9,143,3.545454545,7.959183673,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,77,30,7,181,6.933333333,15.4,0
Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,42,17,7,214,10.01941748,14.82352941,0
Sunrisers Hyderabad,Delhi Daredevils,Visakhapatnam,82,48,8,168,7.166666667,10.25,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,47,1,4,228,9.12605042,282.0,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,89,61,9,142,5.389830508,8.754098361,1
Mumbai Indians,Kings XI Punjab,Chandigarh,127,82,10,169,6.631578947,9.292682927,1
Kings XI Punjab,Rajasthan Royals,Jaipur,106,50,5,192,7.371428571,12.72,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,49,33,8,192,9.862068966,8.909090909,1
Mumbai Indians,Kings XI Punjab,Mumbai,110,46,7,231,9.810810811,14.34782609,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,146,84,8,197,8.5,10.42857143,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,104,65,8,185,8.836363636,9.6,0
Kings XI Punjab,Deccan Chargers,Hyderabad,129,92,10,165,7.714285714,8.413043478,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,105,63,7,156,5.368421053,10.0,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,177,93,8,206,6.444444444,11.41935484,0
Royal Challengers Bangalore,Deccan Chargers,Bangalore,154,94,10,182,6.461538462,9.829787234,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,80,47,7,172,7.561643836,10.21276596,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,69,37,5,143,5.34939759,11.18918919,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,19,22,9,160,8.632653061,5.181818182,1
Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,47,102,10,71,8.0,2.764705882,1
Deccan Chargers,Mumbai Indians,Mumbai,75,26,3,179,6.638297872,17.30769231,0
Delhi Capitals,Kings XI Punjab,Mohali,54,38,7,176,8.926829268,8.526315789,0
Delhi Daredevils,Chennai Super Kings,Johannesburg,65,43,7,164,7.714285714,9.069767442,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,149,73,8,210,7.787234043,12.24657534,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,57,21,4,208,9.151515152,16.28571429,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,130,91,8,151,4.344827586,8.571428571,0
Chennai Super Kings,Delhi Capitals,Visakhapatnam,31,30,8,156,8.333333333,6.2,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,45,14,2,135,5.094339623,19.28571429,0
Royal Challengers Bangalore,Kolkata Knight Riders,Durban,33,24,6,140,6.6875,8.25,1
Delhi Daredevils,Deccan Chargers,Hyderabad,168,107,9,176,3.692307692,9.420560748,1
Rajasthan Royals,Deccan Chargers,Hyderabad,150,88,9,215,12.1875,10.22727273,1
Royal Challengers Bangalore,Kings XI Punjab,Mohali,118,84,9,181,10.5,8.428571429,1
Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,115,56,7,188,6.84375,12.32142857,0
Rajasthan Royals,Delhi Daredevils,Delhi,51,41,8,153,7.746835443,7.463414634,1
Mumbai Indians,Chennai Super Kings,Pune,91,57,9,177,8.19047619,9.578947368,1
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,99,64,7,163,6.857142857,9.28125,0
Kings XI Punjab,Deccan Chargers,Kimberley,35,19,4,169,7.96039604,11.05263158,1
Royal Challengers Bangalore,Mumbai Indians,Johannesburg,73,58,9,150,7.451612903,7.551724138,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,63,46,7,169,8.594594595,8.217391304,1
Rajasthan Royals,Mumbai Indians,Ahmedabad,152,101,9,179,8.526315789,9.02970297,0
Kings XI Punjab,Mumbai Indians,Mumbai,110,75,9,164,7.2,8.8,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,64,41,8,184,9.113924051,9.365853659,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,11,11,7,166,8.532110092,6.0,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,61,92,9,75,3.0,3.97826087,1
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,71,75,8,116,6.0,5.68,1
Kings XI Punjab,Delhi Daredevils,Chandigarh,60,114,10,68,8.0,3.157894737,1
Mumbai Indians,Delhi Daredevils,Delhi,101,67,8,165,7.245283019,9.044776119,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,81,65,7,206,13.63636364,7.476923077,1
Kings XI Punjab,Sunrisers Hyderabad,Mohali,56,42,9,159,7.923076923,8.0,1
Delhi Daredevils,Kolkata Knight Riders,Kolkata,74,35,6,172,6.917647059,12.68571429,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,4,7,5,180,9.345132743,3.428571429,1
Chennai Super Kings,Kings XI Punjab,Cuttack,155,64,8,232,8.25,14.53125,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,105,42,5,224,9.153846154,15.0,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,91,25,6,236,9.157894737,21.84,0
Deccan Chargers,Royal Challengers Bangalore,Centurion,151,100,10,171,6.0,9.06,0
Rajasthan Royals,Mumbai Indians,Jaipur,13,6,4,173,8.421052632,13.0,1
Deccan Chargers,Chennai Super Kings,Chennai,98,86,9,145,8.294117647,6.837209302,1
Rajasthan Royals,Chennai Super Kings,Jaipur,135,71,8,197,7.591836735,11.4084507,0
Mumbai Indians,Kings XI Punjab,Centurion,109,98,9,120,3.0,6.673469388,1
Delhi Daredevils,Rajasthan Royals,Mumbai,140,64,6,193,5.678571429,13.125,0
Kings XI Punjab,Deccan Chargers,Cuttack,88,38,4,171,6.073170732,13.89473684,0
Rajasthan Royals,Mumbai Indians,Mumbai,43,61,10,134,9.254237288,4.229508197,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,3,33,6,159,10.75862069,0.545454545,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,109,107,9,120,5.076923077,6.112149533,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,117,76,9,166,6.681818182,9.236842105,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,59,36,9,184,8.928571429,9.833333333,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,70,83,9,134,10.37837838,5.060240964,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,15,4,6,190,9.051724138,22.5,1
Mumbai Indians,Kings XI Punjab,Dharamsala,108,54,6,184,6.909090909,12.0,0
Chennai Super Kings,Mumbai Indians,Mumbai,56,61,8,184,13.01694915,5.508196721,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,71,41,7,168,7.367088608,10.3902439,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,100,61,7,180,8.13559322,9.836065574,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,62,28,6,179,7.630434783,13.28571429,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,101,82,10,154,8.368421053,7.390243902,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,97,67,8,175,8.830188679,8.686567164,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,45,76,9,75,4.090909091,3.552631579,1
Chennai Super Kings,Mumbai Indians,Unknown,66,58,8,142,7.35483871,6.827586207,1
Mumbai Indians,Delhi Capitals,Mumbai,123,57,7,220,9.238095238,12.94736842,0
Rajasthan Royals,Deccan Chargers,Kimberley,108,60,7,167,5.9,10.8,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,35,29,8,165,8.571428571,7.24137931,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,122,70,9,211,10.68,10.45714286,1
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,26,19,7,151,7.425742574,8.210526316,0
Rajasthan Royals,Delhi Daredevils,Jaipur,91,77,9,152,8.511627907,7.090909091,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,121,85,8,174,9.085714286,8.541176471,0
Delhi Daredevils,Kolkata Knight Riders,Johannesburg,94,95,10,124,7.2,5.936842105,1
Royal Challengers Bangalore,Mumbai Indians,Bangalore,198,101,10,210,3.789473684,11.76237624,0
Delhi Capitals,Chennai Super Kings,Chennai,88,23,1,187,6.12371134,22.95652174,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,82,47,6,179,7.97260274,10.46808511,1
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,223,113,9,232,7.714285714,11.84070796,0
Kings XI Punjab,Rajasthan Royals,Jaipur,133,86,8,162,5.117647059,9.279069767,0
Delhi Daredevils,Chennai Super Kings,Delhi,65,88,9,111,8.625,4.431818182,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,56,35,8,172,8.188235294,9.6,1
Delhi Daredevils,Chennai Super Kings,Pune,161,86,8,219,10.23529412,11.23255814,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,81,83,10,147,10.7027027,5.855421687,1
Delhi Daredevils,Chennai Super Kings,Delhi,7,43,8,111,8.103896104,0.976744186,1
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,52,46,7,124,5.837837838,6.782608696,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,46,56,7,127,7.59375,4.928571429,1
Kings XI Punjab,Mumbai Indians,Mumbai,16,8,6,164,7.928571429,12.0,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,92,45,7,197,8.4,12.26666667,0
Delhi Daredevils,Kolkata Knight Riders,Kolkata,8,57,8,98,8.571428571,0.842105263,1
Mumbai Indians,Deccan Chargers,Mumbai,87,60,7,136,4.9,8.7,0
Royal Challengers Bangalore,Mumbai Indians,Bangalore,116,51,5,192,6.608695652,13.64705882,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,6,2,3,172,8.440677966,18.0,0
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,127,68,8,196,7.961538462,11.20588235,0
Rajasthan Royals,Deccan Chargers,Jaipur,25,11,5,197,9.467889908,13.63636364,1
Kings XI Punjab,Royal Challengers Bangalore,Indore,12,37,8,149,9.903614458,1.945945946,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,153,83,10,206,8.594594595,11.06024096,1
Mumbai Indians,Kings XI Punjab,Chandigarh,95,57,4,164,6.571428571,10.0,0
Rajasthan Royals,Chennai Super Kings,Centurion,156,109,10,165,4.909090909,8.587155963,0
Rajasthan Royals,Delhi Daredevils,Jaipur,70,63,8,152,8.631578947,6.666666667,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,157,106,9,165,3.428571429,8.886792453,0
Chennai Super Kings,Delhi Capitals,Delhi,46,55,8,155,10.06153846,5.018181818,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,87,78,9,139,7.428571429,6.692307692,1
Deccan Chargers,Kings XI Punjab,Dharamsala,130,83,9,175,7.297297297,9.397590361,1
Rajasthan Royals,Kings XI Punjab,Jaipur,120,115,10,125,6.0,6.260869565,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,46,11,3,171,6.880733945,25.09090909,0
Chennai Super Kings,Rajasthan Royals,Jaipur,130,75,6,159,3.866666667,10.4,1
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,81,76,10,131,6.818181818,6.394736842,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,7,3,3,135,6.564102564,14.0,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,113,52,7,210,8.558823529,13.03846154,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,61,22,3,185,7.591836735,16.63636364,0
Delhi Daredevils,Chennai Super Kings,Delhi,93,109,10,111,9.818181818,5.119266055,1
Delhi Daredevils,Mumbai Indians,Delhi,18,30,10,162,9.6,3.6,1
Deccan Chargers,Royal Challengers Bangalore,Bangalore,155,117,10,157,4.0,7.948717949,0
Royal Challengers Bangalore,Chennai Super Kings,Ranchi,125,100,10,139,4.2,7.5,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,209,100,10,236,8.1,12.54,0
Rajasthan Royals,Chennai Super Kings,Mumbai,22,15,4,164,8.114285714,8.8,1
Mumbai Indians,Kings XI Punjab,Mumbai,189,119,10,190,6.0,9.529411765,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,104,68,9,169,7.5,9.176470588,1
Kings XI Punjab,Mumbai Indians,Mumbai,163,108,9,175,6.0,9.055555556,0
Royal Challengers Bangalore,Delhi Daredevils,Delhi,76,32,6,185,7.431818182,14.25,0
Delhi Daredevils,Kolkata Knight Riders,Delhi,87,54,7,149,5.636363636,9.666666667,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,70,26,6,220,9.574468085,16.15384615,0
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,94,87,9,124,5.454545455,6.482758621,1
Kings XI Punjab,Deccan Chargers,Chandigarh,167,97,9,191,6.260869565,10.32989691,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,68,47,8,171,8.465753425,8.680851064,1
Mumbai Indians,Delhi Capitals,Mumbai,165,77,7,220,7.674418605,12.85714286,0
Deccan Chargers,Royal Challengers Bangalore,Centurion,34,15,6,171,7.828571429,13.6,0
Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,49,37,7,134,6.144578313,7.945945946,1
Rajasthan Royals,Delhi Daredevils,Bloemfontein,84,55,7,151,6.184615385,9.163636364,0
Kings XI Punjab,Chennai Super Kings,Abu Dhabi,12,12,6,206,10.77777778,6.0,1
Delhi Daredevils,Deccan Chargers,Delhi,18,7,3,146,6.796460177,15.42857143,0
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,118,81,9,153,5.384615385,8.740740741,0
Rajasthan Royals,Mumbai Indians,Jaipur,171,117,10,172,2.0,8.769230769,1
Royal Challengers Bangalore,Kings XI Punjab,Mohali,101,66,9,181,8.888888889,9.181818182,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,41,33,8,170,8.896551724,7.454545455,1
Delhi Daredevils,Deccan Chargers,Hyderabad,69,48,6,176,8.916666667,8.625,1
Deccan Chargers,Chennai Super Kings,Visakhapatnam,183,109,10,194,6.0,10.0733945,0
Royal Challengers Bangalore,Delhi Daredevils,Bangalore,19,13,6,153,7.514018692,8.769230769,1
Chennai Super Kings,Deccan Chargers,Hyderabad,91,72,9,148,7.125,7.583333333,1
